Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0.0,111.0,1.0,1.0,3.78,1.0,205.5,114.0,91.8,10.97,14.0
1.0,58.0,1.0,0.0,0.0,0.0,112.2,95.0,37.0,10.48,13.9
0.0,60.0,1.0,0.0,0.0,0.0,207.8,109.0,46.0,6.18,5.7
0.0,125.0,1.0,0.0,0.0,2.0,126.7,113.0,35.0,7.78,14.4
0.0,124.0,1.0,0.0,0.0,2.0,254.3,113.0,50.0,3.95,11.8
0.0,133.0,1.0,1.0,1.81,5.0,239.9,107.0,81.1,12.69,6.7
0.0,104.0,1.0,0.0,0.0,2.0,200.2,92.0,45.0,5.94,6.0
0.0,153.0,1.0,1.0,2.54,0.0,218.5,130.0,74.4,6.71,9.4
0.0,117.0,1.0,0.0,0.0,0.0,239.9,84.0,56.0,8.74,9.8
0.0,120.0,1.0,0.0,0.0,1.0,178.4,97.0,45.0,8.42,9.3
1.0,64.0,0.0,0.0,0.18,2.0,236.2,77.0,60.8,10.93,13.2
0.0,52.0,1.0,0.0,0.0,2.0,217.0,104.0,50.0,7.62,11.8
0.0,128.0,1.0,0.0,0.36,3.0,247.3,91.0,61.6,9.14,14.7
0.0,106.0,1.0,0.0,0.4,0.0,223.0,121.0,52.0,5.51,7.1
0.0,97.0,1.0,1.0,1.32,3.0,141.0,101.0,55.2,10.6,4.9
0.0,83.0,1.0,0.0,0.0,3.0,178.8,102.0,45.0,8.4,8.6
0.0,43.0,1.0,0.0,0.36,0.0,230.2,147.0,58.6,9.34,9.2
0.0,67.0,0.0,0.0,0.0,2.0,120.9,58.0,41.0,11.75,11.4
0.0,130.0,1.0,1.0,2.92,2.0,152.9,87.0,74.2,10.66,10.8
0.0,101.0,1.0,0.0,0.0,1.0,93.8,127.0,29.0,7.5,10.7
0.0,36.0,1.0,0.0,0.0,1.0,178.6,83.0,49.0,10.66,10.9
1.0,122.0,0.0,0.0,0.3,4.0,140.0,101.0,44.0,9.82,9.7
1.0,89.0,0.0,1.0,3.0,0.0,112.6,114.0,72.0,13.09,11.1
0.0,94.0,1.0,0.0,0.15,0.0,139.4,95.0,39.5,7.96,7.7
0.0,125.0,1.0,0.0,0.0,0.0,163.8,73.0,50.0,12.78,15.7
0.0,78.0,1.0,0.0,0.23,2.0,193.4,99.0,45.3,5.85,9.3
0.0,53.0,1.0,0.0,0.0,0.0,168.8,97.0,48.0,11.02,10.9
0.0,107.0,0.0,0.0,0.29,1.0,234.1,91.0,56.9,8.16,10.0
0.0,118.0,1.0,1.0,2.81,0.0,148.7,105.0,68.1,8.37,10.4
0.0,136.0,1.0,0.0,0.0,7.0,163.4,83.0,49.0,12.47,9.8
0.0,32.0,1.0,0.0,0.0,1.0,171.2,82.0,45.0,9.28,10.2
0.0,115.0,1.0,1.0,3.83,2.0,145.0,72.0,80.3,9.73,14.2
0.0,53.0,1.0,0.0,0.22,3.0,205.1,86.0,51.2,8.03,10.7
0.0,84.0,1.0,0.0,0.0,2.0,159.5,125.0,49.0,12.36,7.2
0.0,59.0,1.0,1.0,2.46,0.0,127.4,110.0,55.6,5.17,9.1
0.0,98.0,1.0,0.0,0.0,5.0,206.5,92.0,51.0,8.81,12.4
1.0,100.0,1.0,0.0,0.32,0.0,278.0,76.0,66.2,8.84,8.3
0.0,147.0,1.0,0.0,0.0,1.0,205.3,95.0,50.0,8.34,7.8
0.0,99.0,1.0,0.0,0.0,2.0,128.8,86.0,40.0,10.2,14.1
0.0,162.0,1.0,0.0,0.0,1.0,184.5,118.0,51.0,11.2,11.6
1.0,161.0,1.0,0.0,0.0,1.0,297.9,141.0,71.0,11.91,8.9
0.0,173.0,1.0,0.0,0.0,0.0,172.5,78.0,42.0,7.13,10.9
0.0,99.0,0.0,1.0,2.27,0.0,126.8,94.0,69.7,14.68,8.4
0.0,108.0,1.0,0.0,0.0,2.0,73.8,105.0,25.0,7.17,10.9
0.0,93.0,1.0,0.0,0.0,1.0,179.3,93.0,47.0,9.44,12.1
0.0,131.0,1.0,0.0,0.0,2.0,94.4,80.0,35.0,10.76,13.1
1.0,103.0,1.0,0.0,0.0,6.0,174.7,151.0,43.0,7.4,15.8
0.0,116.0,1.0,0.0,0.0,2.0,229.3,93.0,55.0,9.23,8.8
0.0,142.0,1.0,1.0,1.73,1.0,230.7,101.0,79.3,12.84,6.4
0.0,114.0,1.0,1.0,3.08,1.0,206.2,79.0,88.8,13.0,11.4
1.0,135.0,1.0,0.0,0.0,5.0,263.8,66.0,67.0,12.57,8.4
0.0,96.0,1.0,1.0,2.92,2.0,247.6,95.0,93.2,12.82,10.8
0.0,1.0,1.0,0.0,0.25,1.0,196.1,107.0,61.5,14.83,7.0
0.0,103.0,1.0,0.0,0.0,0.0,160.2,104.0,40.0,6.95,9.7
1.0,178.0,0.0,0.0,0.0,2.0,124.5,134.0,34.0,7.06,11.4
0.0,176.0,1.0,1.0,1.94,1.0,283.2,130.0,81.4,8.13,7.2
0.0,86.0,1.0,0.0,0.0,1.0,125.5,139.0,45.0,13.49,8.9
0.0,27.0,1.0,0.0,0.0,1.0,82.6,105.0,32.0,10.2,9.1
0.0,43.0,0.0,0.0,0.0,0.0,251.5,105.0,61.0,10.64,9.3
0.0,157.0,1.0,0.0,0.0,1.0,152.7,105.0,48.0,12.88,9.4
0.0,41.0,1.0,1.0,1.97,2.0,239.8,110.0,79.7,11.1,7.3
0.0,159.0,1.0,1.0,3.4,2.0,153.6,93.0,79.0,10.85,12.6
0.0,117.0,1.0,0.0,0.0,3.0,102.3,100.0,29.0,6.76,15.7
0.0,125.0,1.0,1.0,2.54,1.0,96.5,109.0,54.4,7.29,9.4
0.0,68.0,0.0,1.0,3.05,1.0,142.0,140.0,75.5,12.08,11.3
0.0,127.0,1.0,1.0,1.03,1.0,140.1,59.0,53.3,11.17,3.8
0.0,161.0,1.0,0.0,0.0,1.0,178.1,109.0,43.0,7.33,8.5
1.0,82.0,1.0,0.0,0.0,3.0,266.9,83.0,65.0,11.49,11.0
1.0,19.0,1.0,0.0,0.0,1.0,259.4,116.0,68.0,13.49,9.5
0.0,88.0,1.0,0.0,0.0,3.0,138.3,116.0,44.0,11.8,9.6
0.0,41.0,1.0,0.0,0.31,1.0,182.1,89.0,52.1,10.58,6.8
0.0,24.0,1.0,0.0,0.0,0.0,235.6,132.0,50.0,5.8,16.2
0.0,53.0,1.0,1.0,3.46,2.0,131.2,63.0,76.6,11.37,12.8
0.0,131.0,1.0,0.0,0.0,2.0,196.1,89.0,50.0,9.28,5.2
0.0,95.0,1.0,1.0,3.05,3.0,283.1,112.0,103.5,14.31,11.3
1.0,173.0,1.0,0.0,0.0,0.0,291.8,143.0,68.0,10.72,9.9
1.0,84.0,1.0,0.0,0.0,2.0,289.1,100.0,70.0,11.69,12.7
0.0,68.0,1.0,0.0,0.0,2.0,143.6,80.0,36.0,6.72,15.5
0.0,134.0,1.0,1.0,2.7,1.0,214.4,93.0,82.0,10.59,10.0
0.0,22.0,1.0,0.0,0.0,2.0,181.8,108.0,48.0,9.93,9.3
0.0,64.0,1.0,0.0,0.26,3.0,124.1,117.0,40.6,9.64,6.4
0.0,101.0,1.0,0.0,0.3,1.0,0.0,0.0,20.0,9.61,7.2
0.0,197.0,1.0,0.0,0.0,0.0,233.9,96.0,59.0,10.95,9.5
0.0,112.0,1.0,0.0,0.0,0.0,167.8,88.0,50.0,12.4,11.9
0.0,96.0,1.0,1.0,2.67,1.0,145.8,108.0,68.7,9.61,9.9
1.0,138.0,0.0,0.0,0.0,2.0,286.2,61.0,65.0,9.36,11.0
0.0,110.0,1.0,0.0,0.34,1.0,192.6,102.0,51.4,8.95,9.4
0.0,85.0,0.0,0.0,0.0,2.0,216.0,73.0,53.0,9.41,3.6
0.0,87.0,1.0,0.0,0.0,3.0,184.5,81.0,46.0,8.6,13.7
0.0,137.0,1.0,0.0,0.29,2.0,141.1,91.0,39.9,7.36,8.0
0.0,75.0,1.0,1.0,3.05,2.0,121.5,97.0,74.5,13.57,11.3
1.0,64.0,1.0,0.0,0.0,5.0,148.1,73.0,40.0,8.25,12.3
0.0,67.0,1.0,1.0,3.48,2.0,186.2,117.0,91.8,14.34,12.9
0.0,139.0,1.0,1.0,3.48,2.0,96.2,112.0,66.8,8.95,12.9
0.0,63.0,1.0,0.0,0.0,3.0,132.9,122.0,29.0,3.35,9.9
0.0,129.0,1.0,0.0,0.0,1.0,54.7,131.0,32.0,12.81,11.1
0.0,84.0,1.0,0.0,0.26,2.0,190.2,102.0,52.6,9.89,9.8
1.0,147.0,1.0,1.0,2.73,2.0,197.3,134.0,73.3,7.06,10.1
0.0,166.0,1.0,0.0,0.0,3.0,199.6,93.0,53.0,10.72,7.2
0.0,81.0,0.0,0.0,0.0,1.0,250.6,85.0,59.0,9.4,7.8
0.0,119.0,1.0,0.0,0.0,3.0,138.3,89.0,38.0,8.53,13.5
1.0,68.0,0.0,1.0,3.83,3.0,125.7,92.0,83.3,13.8,14.2
0.0,80.0,1.0,0.0,0.0,2.0,209.9,74.0,53.0,9.76,8.8
0.0,123.0,1.0,0.0,0.0,3.0,206.9,115.0,55.0,11.22,8.3
0.0,85.0,1.0,0.0,0.0,3.0,225.0,81.0,54.0,8.85,7.1
1.0,84.0,1.0,0.0,0.0,3.0,225.9,86.0,62.0,13.78,14.3
0.0,143.0,1.0,0.0,0.2,1.0,155.5,101.0,47.0,10.67,7.6
0.0,1.0,1.0,0.0,0.0,1.0,175.2,74.0,43.0,7.59,5.3
0.0,105.0,1.0,0.0,0.0,1.0,101.4,48.0,31.0,7.96,12.2
0.0,130.0,1.0,0.0,0.0,1.0,176.3,140.0,48.0,10.05,11.3
1.0,91.0,0.0,0.0,0.0,2.0,246.4,110.0,58.0,9.1,12.1
1.0,149.0,1.0,0.0,0.0,3.0,242.5,83.0,63.0,12.27,10.0
0.0,99.0,1.0,0.0,0.33,2.0,222.4,102.0,57.3,9.29,12.0
0.0,43.0,1.0,1.0,3.13,3.0,200.2,105.0,86.3,12.22,11.6
0.0,54.0,1.0,1.0,3.13,2.0,92.3,88.0,64.3,9.66,11.6
0.0,51.0,1.0,0.0,0.0,0.0,214.8,94.0,50.0,7.49,10.2
0.0,55.0,1.0,0.0,0.0,0.0,175.6,147.0,44.0,8.09,9.3
0.0,36.0,1.0,1.0,2.43,2.0,281.4,102.0,90.3,10.11,9.0
0.0,92.0,1.0,1.0,2.4,1.0,242.2,96.0,79.0,7.99,8.9
0.0,99.0,1.0,0.0,0.0,3.0,146.7,64.0,49.0,13.7,8.9
0.0,209.0,1.0,0.0,0.0,0.0,153.7,105.0,43.0,9.43,10.7
0.0,126.0,1.0,0.0,0.0,1.0,211.6,70.0,55.0,10.85,7.8
0.0,172.0,1.0,0.0,0.0,1.0,211.7,100.0,53.0,9.94,6.5
0.0,41.0,1.0,0.0,0.0,3.0,223.8,67.0,59.0,12.24,12.3
0.0,101.0,1.0,0.0,0.0,1.0,118.6,89.0,38.0,9.98,11.5
0.0,184.0,1.0,0.0,0.21,2.0,151.7,93.0,43.1,8.93,13.1
0.0,56.0,1.0,0.0,0.0,1.0,121.6,84.0,35.0,8.27,8.9
1.0,119.0,1.0,0.0,0.0,5.0,159.1,114.0,47.0,11.57,8.8
0.0,108.0,1.0,0.0,0.0,3.0,201.1,101.0,49.0,8.54,11.6
1.0,100.0,1.0,0.0,0.2,2.0,264.5,117.0,64.0,9.7,7.5
1.0,92.0,1.0,1.0,1.73,1.0,201.3,130.0,69.3,10.19,6.4
0.0,1.0,1.0,0.0,0.0,0.0,123.8,113.0,42.0,11.81,3.7
0.0,148.0,1.0,0.0,0.0,1.0,86.3,134.0,36.0,12.33,11.3
0.0,19.0,0.0,0.0,0.0,0.0,237.7,98.0,59.0,10.36,4.5
1.0,159.0,1.0,0.0,0.0,2.0,275.8,103.0,63.0,9.48,7.4
0.0,82.0,1.0,0.0,0.17,1.0,143.9,61.0,43.7,9.75,11.1
0.0,51.0,1.0,0.0,0.0,0.0,227.2,89.0,56.0,9.72,14.9
0.0,163.0,1.0,0.0,0.0,5.0,202.9,100.0,50.0,8.93,12.8
0.0,106.0,1.0,1.0,3.81,4.0,165.9,126.0,85.1,10.83,14.1
0.0,127.0,1.0,0.0,0.0,1.0,239.8,107.0,52.0,6.45,11.3
0.0,35.0,1.0,0.0,0.0,2.0,179.2,59.0,55.0,14.17,5.8
1.0,105.0,1.0,0.0,0.0,0.0,281.3,124.0,74.0,15.08,8.7
0.0,82.0,1.0,1.0,2.57,2.0,207.2,111.0,82.7,12.71,9.5
0.0,160.0,1.0,0.0,0.0,1.0,166.4,117.0,56.0,15.85,10.0
1.0,110.0,0.0,0.0,0.0,0.0,293.3,79.0,66.0,9.43,14.5
0.0,134.0,1.0,0.0,0.31,1.0,178.0,110.0,47.1,7.69,11.7
0.0,96.0,1.0,0.0,0.0,5.0,260.4,115.0,57.0,7.3,11.5
0.0,129.0,1.0,0.0,0.0,4.0,186.0,127.0,54.0,13.12,11.5
0.0,90.0,1.0,0.0,0.0,3.0,37.8,80.0,20.0,7.77,14.2
0.0,114.0,1.0,0.0,0.0,2.0,202.1,100.0,51.0,9.79,13.3
0.0,45.0,1.0,1.0,2.08,1.0,196.8,92.0,76.8,12.71,7.7
0.0,180.0,1.0,1.0,2.05,1.0,231.8,78.0,80.5,11.65,7.6
0.0,81.0,1.0,1.0,3.16,3.0,115.9,120.0,71.6,11.83,11.7
0.0,127.0,0.0,0.0,0.3,1.0,256.5,87.0,66.0,11.11,13.0
0.0,107.0,1.0,0.0,0.32,3.0,204.5,108.0,52.2,8.12,13.4
0.0,98.0,1.0,1.0,2.62,0.0,278.3,89.0,82.2,4.67,9.7
0.0,110.0,1.0,1.0,2.62,1.0,236.3,102.0,83.2,9.8,9.7
0.0,103.0,1.0,0.0,0.0,0.0,263.4,118.0,60.0,8.96,10.3
0.0,93.0,1.0,1.0,3.16,0.0,306.2,123.0,100.6,9.49,11.7
1.0,112.0,1.0,0.0,0.0,5.0,111.9,92.0,29.0,5.7,14.1
0.0,148.0,1.0,1.0,2.94,1.0,77.6,141.0,60.4,10.35,10.9
1.0,119.0,1.0,0.0,0.0,2.0,81.9,75.0,36.0,12.69,8.9
0.0,94.0,1.0,0.0,0.0,1.0,245.0,112.0,57.0,9.02,9.7
1.0,133.0,0.0,0.0,0.0,0.0,254.7,103.0,65.0,12.61,8.0
0.0,115.0,1.0,0.0,0.0,2.0,178.7,114.0,54.0,13.55,16.4
0.0,126.0,1.0,0.0,0.0,0.0,175.4,120.0,39.0,4.92,10.6
0.0,100.0,1.0,0.0,0.0,0.0,203.8,122.0,59.0,14.16,12.5
0.0,45.0,1.0,0.0,0.0,1.0,142.4,107.0,52.0,15.94,11.1
0.0,119.0,1.0,1.0,2.16,2.0,217.1,92.0,77.6,11.04,8.0
0.0,93.0,1.0,0.0,0.19,1.0,152.1,141.0,46.9,10.78,12.0
0.0,106.0,1.0,0.0,0.0,0.0,178.4,143.0,52.0,12.35,9.6
0.0,92.0,1.0,0.0,0.0,0.0,249.4,118.0,61.0,10.58,9.1
0.0,149.0,1.0,0.0,0.0,2.0,196.3,108.0,45.0,6.84,7.7
0.0,101.0,1.0,0.0,0.0,3.0,209.6,107.0,56.0,11.44,7.6
0.0,28.0,1.0,0.0,0.0,3.0,236.8,102.0,55.0,8.36,9.7
0.0,51.0,1.0,0.0,0.0,1.0,197.8,60.0,53.0,11.05,8.9
1.0,85.0,1.0,0.0,0.0,2.0,236.9,93.0,58.0,9.89,11.4
1.0,106.0,0.0,0.0,0.0,3.0,204.0,84.0,49.0,8.43,13.3
0.0,131.0,1.0,0.0,0.28,3.0,240.9,108.0,58.8,8.37,14.7
1.0,95.0,0.0,0.0,0.0,1.0,165.5,84.0,53.0,14.31,11.5
0.0,115.0,1.0,1.0,2.59,1.0,142.1,124.0,65.9,9.17,9.6
0.0,138.0,0.0,1.0,3.16,0.0,225.2,116.0,85.6,8.67,11.7
0.0,75.0,1.0,0.0,0.0,3.0,224.7,116.0,55.0,9.6,11.3
0.0,101.0,0.0,0.0,0.0,1.0,156.4,116.0,38.0,6.52,7.3
0.0,50.0,1.0,1.0,3.67,3.0,302.7,93.0,108.7,12.03,13.6
0.0,113.0,1.0,0.0,0.0,3.0,92.6,85.0,31.0,8.88,14.4
0.0,166.0,0.0,1.0,2.38,2.0,128.2,138.0,69.8,13.73,8.8
0.0,119.0,1.0,0.0,0.0,1.0,133.4,102.0,41.0,10.23,11.1
0.0,165.0,1.0,0.0,0.0,0.0,207.7,109.0,50.0,8.24,7.9
0.0,76.0,1.0,0.0,0.0,0.0,173.2,93.0,41.0,6.56,5.4
0.0,114.0,1.0,1.0,3.4,3.0,154.6,100.0,81.0,12.08,12.6
0.0,91.0,1.0,1.0,1.78,3.0,204.6,96.0,64.8,6.8,6.6
0.0,92.0,0.0,1.0,2.03,0.0,281.1,88.0,85.3,9.9,7.5
0.0,80.0,1.0,1.0,2.57,2.0,236.6,69.0,83.7,9.88,9.5
1.0,119.0,0.0,1.0,3.75,1.0,172.1,119.0,86.5,11.18,13.9
0.0,56.0,1.0,0.0,0.33,1.0,210.4,80.0,54.3,8.83,15.5
0.0,123.0,1.0,0.0,0.0,0.0,105.0,150.0,40.0,12.58,14.9
0.0,98.0,1.0,0.0,0.0,0.0,216.8,86.0,54.0,9.54,11.0
0.0,120.0,1.0,1.0,2.86,0.0,244.3,140.0,97.6,16.12,10.6
1.0,152.0,1.0,0.0,0.0,1.0,317.8,60.0,68.0,7.65,10.4
0.0,86.0,1.0,0.0,0.0,3.0,136.4,104.0,41.0,10.13,11.5
1.0,50.0,1.0,0.0,0.0,5.0,131.1,129.0,36.0,8.03,5.6
0.0,124.0,1.0,1.0,2.4,1.0,161.2,109.0,69.0,10.21,8.9
0.0,95.0,1.0,0.0,0.0,1.0,175.2,91.0,51.0,12.22,7.5
0.0,100.0,1.0,0.0,0.0,1.0,115.9,87.0,30.0,5.57,7.1
0.0,77.0,1.0,0.0,0.0,2.0,233.8,104.0,63.0,13.33,7.6
0.0,84.0,1.0,1.0,3.05,0.0,214.3,112.0,83.5,9.41,11.3
1.0,93.0,0.0,1.0,3.78,1.0,225.7,117.0,86.8,5.98,14.0
0.0,143.0,1.0,1.0,2.57,1.0,239.2,109.0,86.7,11.78,9.5
0.0,69.0,1.0,0.0,0.3,2.0,227.0,122.0,64.0,12.94,8.9
0.0,149.0,1.0,0.0,0.0,7.0,166.6,61.0,47.0,10.94,8.2
0.0,114.0,1.0,0.0,0.0,2.0,187.8,109.0,46.0,7.73,10.1
0.0,100.0,1.0,0.0,0.0,1.0,179.1,123.0,48.0,9.83,10.2
0.0,134.0,1.0,0.0,0.35,2.0,177.2,91.0,53.5,11.44,8.9
0.0,60.0,1.0,0.0,0.27,2.0,203.2,99.0,57.7,11.79,15.1
0.0,90.0,1.0,1.0,3.08,1.0,94.8,89.0,65.8,10.96,11.4
1.0,92.0,0.0,0.0,0.0,1.0,62.6,111.0,26.0,9.03,10.4
0.0,139.0,1.0,0.0,0.0,1.0,165.0,132.0,50.0,12.49,12.6
0.0,56.0,1.0,0.0,0.0,4.0,222.7,133.0,62.0,13.85,13.6
0.0,63.0,1.0,0.0,0.27,3.0,211.8,84.0,58.7,11.55,10.7
0.0,50.0,1.0,1.0,2.13,2.0,192.6,97.0,66.3,6.76,7.9
0.0,92.0,1.0,1.0,2.62,0.0,134.0,112.0,67.2,10.3,9.7
0.0,88.0,1.0,0.0,0.0,1.0,113.7,67.0,34.0,8.26,10.8
0.0,123.0,1.0,0.0,0.0,3.0,260.9,85.0,59.0,8.43,13.3
0.0,135.0,1.0,0.0,0.0,1.0,246.8,129.0,58.0,9.39,12.6
0.0,104.0,1.0,0.0,0.0,2.0,138.7,100.0,42.0,10.77,4.9
0.0,64.0,0.0,1.0,2.19,0.0,127.2,93.0,57.9,8.15,8.1
0.0,80.0,1.0,0.0,0.0,1.0,239.9,121.0,53.0,7.12,9.3
1.0,152.0,0.0,1.0,3.83,9.0,237.5,120.0,100.3,12.67,14.2
0.0,149.0,1.0,1.0,2.75,0.0,147.8,132.0,76.5,13.84,10.2
1.0,21.0,1.0,0.0,0.0,5.0,92.6,95.0,30.0,8.1,11.3
0.0,116.0,1.0,0.0,0.0,2.0,167.8,119.0,41.0,7.1,7.3
1.0,138.0,0.0,1.0,2.89,3.0,211.2,117.0,91.9,15.63,10.7
0.0,121.0,1.0,1.0,2.62,5.0,263.1,70.0,95.2,13.97,9.7
0.0,125.0,1.0,0.0,0.0,0.0,224.9,102.0,51.0,7.19,8.0
0.0,132.0,1.0,0.0,0.0,1.0,121.5,88.0,43.0,12.65,10.7
0.0,72.0,1.0,1.0,2.21,2.0,138.1,113.0,68.1,13.01,8.2
0.0,102.0,1.0,0.0,0.0,0.0,174.5,79.0,50.0,11.84,8.5
0.0,169.0,0.0,0.0,0.0,3.0,57.1,98.0,27.0,9.99,6.5
0.0,81.0,1.0,1.0,3.08,0.0,130.1,117.0,69.8,9.8,11.4
0.0,21.0,1.0,0.0,0.0,1.0,223.2,142.0,57.0,10.83,12.4
0.0,88.0,1.0,1.0,3.08,1.0,181.6,91.0,79.8,10.66,11.4
0.0,144.0,1.0,1.0,2.73,1.0,106.4,109.0,55.3,5.41,10.1
0.0,65.0,1.0,1.0,2.38,2.0,215.5,129.0,74.8,8.1,8.8
0.0,70.0,1.0,0.0,0.0,0.0,175.4,130.0,44.0,7.98,11.6
0.0,63.0,1.0,1.0,2.32,1.0,30.9,113.0,45.2,9.35,8.6
0.0,86.0,1.0,1.0,3.0,3.0,70.9,163.0,57.0,8.34,11.1
0.0,22.0,1.0,0.0,0.0,0.0,110.3,107.0,33.0,8.33,9.5
0.0,112.0,1.0,0.0,0.0,3.0,214.8,112.0,55.0,10.49,9.4
1.0,133.0,0.0,1.0,4.16,2.0,221.1,137.0,102.6,13.25,15.4
0.0,28.0,1.0,0.0,0.0,0.0,187.8,94.0,54.0,12.43,10.6
0.0,83.0,1.0,1.0,2.84,0.0,107.9,90.0,59.4,7.02,10.5
0.0,24.0,1.0,1.0,1.81,1.0,164.9,110.0,64.1,10.47,6.7
0.0,34.0,1.0,1.0,2.89,2.0,151.5,100.0,75.9,12.44,10.7
0.0,146.0,0.0,0.0,0.0,2.0,160.1,63.0,45.0,10.42,9.2
0.0,83.0,1.0,1.0,4.75,2.0,191.3,95.0,101.5,12.54,17.6
0.0,106.0,1.0,0.0,0.24,2.0,52.2,106.0,30.4,11.01,11.4
0.0,116.0,1.0,1.0,3.19,2.0,253.0,78.0,86.9,6.95,11.8
0.0,64.0,1.0,1.0,3.32,1.0,201.3,101.0,80.2,7.19,12.3
1.0,92.0,0.0,0.0,0.0,3.0,252.3,120.0,61.0,10.35,12.0
0.0,38.0,1.0,1.0,1.05,0.0,197.2,118.0,65.5,12.5,3.9
0.0,140.0,0.0,1.0,3.11,4.0,188.9,124.0,77.1,8.05,11.5
0.0,60.0,1.0,1.0,3.46,2.0,191.8,75.0,90.6,13.39,12.8
0.0,136.0,0.0,0.0,0.0,3.0,256.8,90.0,64.0,11.51,9.1
0.0,101.0,1.0,0.0,0.0,5.0,232.7,114.0,56.0,9.32,11.5
0.0,224.0,1.0,0.0,0.21,3.0,111.4,133.0,36.1,8.75,5.5
1.0,127.0,1.0,0.0,0.0,0.0,245.2,91.0,61.0,10.86,13.9
0.0,107.0,1.0,0.0,0.0,2.0,194.5,97.0,49.0,9.32,12.7
0.0,26.0,1.0,0.0,0.0,3.0,234.5,109.0,59.0,10.83,3.5
0.0,128.0,1.0,1.0,2.32,0.0,179.3,104.0,73.2,11.3,8.6
1.0,150.0,1.0,0.0,0.0,4.0,136.6,112.0,42.0,10.47,12.2
1.0,112.0,1.0,0.0,0.0,2.0,335.5,77.0,76.0,10.63,12.7
0.0,92.0,1.0,0.0,0.25,2.0,196.5,82.0,52.5,9.5,10.8
0.0,33.0,1.0,0.0,0.0,3.0,184.4,111.0,49.0,10.19,9.3
0.0,95.0,1.0,1.0,3.21,0.0,40.9,126.0,51.1,6.67,11.9
1.0,54.0,1.0,0.0,0.0,1.0,286.6,73.0,68.0,11.16,11.5
0.0,111.0,1.0,1.0,3.02,3.0,166.2,54.0,79.2,11.94,11.2
0.0,108.0,1.0,1.0,2.92,0.0,171.6,110.0,70.2,6.81,10.8
0.0,103.0,1.0,0.0,0.0,2.0,129.3,103.0,40.0,10.14,12.9
0.0,135.0,1.0,0.0,0.0,0.0,154.4,130.0,44.0,10.19,11.8
1.0,188.0,0.0,1.0,3.89,1.0,198.8,115.0,86.9,8.33,14.4
0.0,99.0,1.0,0.0,0.0,0.0,182.6,83.0,45.0,7.73,12.1
1.0,136.0,1.0,0.0,0.0,1.0,250.2,121.0,66.0,13.36,13.0
1.0,94.0,1.0,0.0,0.28,3.0,269.2,104.0,65.8,9.69,8.9
0.0,180.0,1.0,0.0,0.4,1.0,143.3,134.0,44.0,9.03,10.1
0.0,131.0,1.0,0.0,0.0,2.0,187.9,110.0,49.0,10.03,10.2
0.0,73.0,1.0,1.0,1.7,2.0,173.7,117.0,64.0,10.2,6.3
0.0,139.0,1.0,0.0,0.29,1.0,138.1,103.0,40.9,8.23,8.3
0.0,155.0,0.0,1.0,3.0,1.0,211.7,121.0,78.0,6.96,11.1
1.0,121.0,1.0,0.0,0.0,3.0,255.1,93.0,67.0,13.35,8.8
0.0,160.0,1.0,0.0,0.0,0.0,82.7,116.0,31.0,9.73,10.9
0.0,89.0,1.0,1.0,2.03,2.0,163.5,80.0,72.3,13.74,7.5
0.0,105.0,0.0,0.0,0.31,3.0,150.0,106.0,54.1,14.69,10.3
0.0,93.0,1.0,0.0,0.0,3.0,266.0,120.0,57.0,6.51,13.1
0.0,115.0,1.0,0.0,0.0,3.0,132.0,90.0,40.0,9.88,0.0
1.0,126.0,0.0,0.0,0.0,1.0,239.7,87.0,65.0,14.09,11.4
0.0,89.0,1.0,0.0,0.0,2.0,141.1,92.0,46.0,12.46,10.8
1.0,113.0,1.0,0.0,0.0,1.0,272.1,111.0,70.0,13.43,8.5
0.0,89.0,1.0,0.0,0.0,3.0,89.5,66.0,31.0,8.97,12.3
0.0,117.0,1.0,0.0,0.0,1.0,134.7,121.0,39.0,9.0,7.7
0.0,108.0,1.0,0.0,0.0,2.0,293.0,88.0,64.0,8.03,10.0
1.0,148.0,1.0,0.0,0.0,2.0,279.3,104.0,65.0,10.08,7.9
0.0,67.0,1.0,0.0,0.0,1.0,210.7,116.0,55.0,10.96,7.2
0.0,38.0,1.0,0.0,0.0,2.0,131.2,98.0,37.0,8.15,8.2
0.0,66.0,1.0,0.0,0.24,1.0,87.6,76.0,40.4,13.1,9.2
0.0,123.0,1.0,1.0,4.21,2.0,197.6,105.0,83.1,4.0,15.6
1.0,82.0,1.0,0.0,0.0,3.0,189.2,81.0,48.0,9.22,10.6
0.0,86.0,1.0,1.0,3.13,4.0,144.8,105.0,74.3,10.31,11.6
0.0,59.0,1.0,0.0,0.0,0.0,179.4,80.0,51.0,11.63,14.7
0.0,59.0,0.0,1.0,2.46,1.0,225.0,78.0,79.6,9.57,9.1
0.0,76.0,1.0,0.0,0.0,0.0,198.3,130.0,53.0,10.86,12.5
1.0,184.0,1.0,0.0,0.0,1.0,236.4,73.0,65.0,14.37,13.8
0.0,37.0,1.0,0.0,0.0,0.0,206.0,89.0,51.0,9.3,8.4
1.0,111.0,1.0,0.0,0.0,4.0,172.8,58.0,45.0,9.16,7.9
1.0,96.0,1.0,1.0,2.78,5.0,172.7,93.0,67.8,6.01,10.3
0.0,41.0,1.0,1.0,1.94,0.0,213.8,102.0,68.4,7.09,7.2
