Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA2CA,2016.09,3268.245873,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2016.12,3468.736907,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2017.03,3398.307278,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2017.06,3513.167101,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2017.09,3415.226507,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2017.12,3658.988123,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2018.03,3588.958115,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2018.06,3704.34467,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2018.09,3603.534349,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2018.12,3880.425877,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2019.03,3686.591195,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2019.06,3806.299285,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2019.09,3728.982455,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2019.12,4091.47069,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2020.03,3817.915471,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2020.06,3715.25723,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2CA,2020.09,3734.674586,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Manufacturing,Actual,,
BDCQ.SEA2DA,2011.06,252.32021,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2011.09,302.698752,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2011.12,275.580608,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2012.03,268.385364,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2012.06,267.419396,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2012.09,314.322598,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2012.12,294.121796,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2013.03,291.588643,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2013.06,305.460611,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2013.09,352.208971,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2013.12,325.96305,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2014.03,286.863228,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2014.06,293.344879,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2014.09,348.971617,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2014.12,324.626821,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2015.03,301.372308,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2015.06,324.502057,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2015.09,355.457387,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2015.12,332.297435,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2016.03,326.697637,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2016.06,348.429827,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2016.09,360.899825,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2016.12,343.09599,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2017.03,340.741664,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2017.06,366.964916,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2017.09,392.794737,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2017.12,383.42681,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2018.03,374.312012,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2018.06,405.077258,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2018.09,419.145397,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2018.12,413.151157,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2019.03,383.704831,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2019.06,428.062265,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2019.09,443.140148,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2019.12,460.282582,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2020.03,431.683899,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2020.06,445.205202,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2DA,2020.09,492.941384,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Electricity, Gas, Water and Waste Services",Actual,,
BDCQ.SEA2EA,2011.06,1322.115928,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2011.09,1348.300278,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2011.12,1432.120818,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2012.03,1365.60292,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2012.06,1440.218181,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2012.09,1454.113254,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2012.12,1580.752887,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2013.03,1440.043005,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2013.06,1559.775728,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2013.09,1579.551386,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2013.12,1726.880846,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2014.03,1584.30714,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2014.06,1714.825197,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2014.09,1755.292785,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2014.12,1880.644033,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2015.03,1745.626436,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2015.06,1845.653477,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2015.09,1904.676556,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2015.12,1983.424715,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2016.03,1897.594401,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2016.06,1995.046026,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2016.09,2018.427233,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2016.12,2161.981534,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2017.03,2091.904674,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2017.06,2216.239665,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2017.09,2247.699219,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2017.12,2431.042289,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2018.03,2280.693961,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2018.06,2441.65178,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2018.09,2434.186318,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2018.12,2643.008676,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2019.03,2454.012822,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2019.06,2628.35229,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2019.09,2648.111714,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2019.12,2887.669707,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2020.03,2634.006267,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2020.06,2565.720242,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2EA,2020.09,2886.69811,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Construction,Actual,,
BDCQ.SEA2FA,2011.06,1300.104804,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2011.09,1302.182301,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2011.12,1334.375045,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2012.03,1321.198453,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2012.06,1338.846731,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2012.09,1345.017331,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2012.12,1388.008256,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2013.03,1324.2791,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2013.06,1362.673054,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2013.09,1375.799069,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2013.12,1428.484627,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2014.03,1379.061586,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2014.06,1439.978156,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2014.09,1448.303429,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2014.12,1534.111819,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2015.03,1464.191105,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2015.06,1527.511727,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2015.09,1547.607618,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2015.12,1567.431052,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2016.03,1556.108931,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2016.06,1608.761533,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2016.09,1579.22115,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2016.12,1623.218129,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2017.03,1596.085327,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2017.06,1682.753422,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2017.09,1655.162679,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2017.12,1735.675109,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2018.03,1728.143292,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2018.06,1783.396411,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2018.09,1766.143447,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2018.12,1853.044883,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2019.03,1743.157566,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2019.06,1860.412764,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2019.09,1837.346357,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2019.12,1942.242002,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2020.03,1848.253261,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2020.06,1811.154654,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2FA,2020.09,1877.701571,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Wholesale Trade,Actual,,
BDCQ.SEA2GA,2011.06,1374.110342,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2011.09,1400.053247,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2011.12,1483.39303,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2012.03,1471.894214,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2012.06,1459.906354,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2012.09,1474.638375,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2012.12,1530.047528,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2013.03,1511.925612,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2013.06,1492.72224,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2013.09,1490.438535,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2013.12,1607.505275,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2014.03,1539.146756,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2014.06,1538.892868,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2014.09,1589.657772,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2014.12,1669.231944,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2015.03,1618.842302,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2015.06,1624.181054,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2015.09,1680.789981,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2015.12,1758.667107,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2016.03,1761.772122,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2016.06,1755.404704,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2016.09,1779.232491,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2016.12,1873.761173,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2017.03,1882.58515,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2017.06,1863.912046,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2017.09,1886.87076,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2017.12,2009.257883,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2018.03,1924.904167,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2018.06,1961.195908,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2018.09,2018.583919,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2018.12,2128.867941,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2019.03,1967.750094,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2019.06,2050.861313,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2019.09,2053.689289,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2019.12,2251.240925,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2020.03,2108.0713,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2020.06,2027.437404,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2GA,2020.09,2160.66132,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Actual,,
BDCQ.SEA2HA,2011.06,608.836289,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2011.09,622.103805,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2011.12,670.394434,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.03,685.787514,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.06,652.186281,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.09,660.226007,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.12,701.806837,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.03,706.719778,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.06,697.43434,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.09,680.239157,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.12,750.684545,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.03,754.995764,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.06,733.956154,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.09,728.853756,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.12,807.973306,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.03,809.390987,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.06,799.732357,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.09,796.640367,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
